Age,Gender,Work Experience,Monthly Income,Monthly Household Expense,Marital Status,Number of Children,Education Level,Have bank account,Savings in bank,Have smartphone,Access to internet,Loan Approval,Loan Approval Process (days)
59.0,Male,12.0,600000.0,524133,Single,0.0,Primary,No,0.0,Yes,Yes,No,12.0
45.0,Male,26.0,689728.0,390434,Single,0.0,Primary,Yes,171451856.0,Yes,No,No,11.0
48.0,Male,3.0,1335914.0,863775,Married,1.0,Primary,Yes,87443230.0,Yes,Yes,No,5.0
26.0,Female,6.0,2090607.0,1827257,Married,3.0,Primary,Yes,28105614.0,No,Yes,Yes,4.0
46.0,Male,21.0,1336544.0,1107150,Single,0.0,Secondary,No,0.0,No,Yes,No,10.0
31.0,Male,9.0,1386218.0,771470,Single,0.0,Secondary,No,0.0,No,Yes,No,13.0
57.0,Female,38.0,2334282.0,1730385,Married,0.0,Primary,Yes,159557880.0,Yes,No,Yes,7.0
58.0,Male,14.0,1411491.0,1052890,Divorced/Widowed,3.0,Primary,No,0.0,No,Yes,No,7.0
39.0,Male,14.0,2731565.0,1907523,Married,2.0,Primary,No,0.0,Yes,No,Yes,1.0
28.0,Male,3.0,2615586.0,1726379,Single,0.0,Secondary,No,0.0,No,Yes,Yes,1.0
40.0,Female,22.0,1815316.0,1456315,Married,1.0,Diploma,No,0.0,Yes,No,No,7.0
18.0,Female,0.0,2327423.0,1459020,Married,0.0,Secondary,Yes,152774163.0,Yes,Yes,Yes,1.0
54.0,Male,5.0,2232068.0,1887461,Single,0.0,Secondary,No,0.0,Yes,Yes,No,8.0
38.0,Female,19.0,1628034.0,1379146,Single,0.0,Secondary,Yes,176301969.0,No,Yes,Yes,1.0
43.0,Male,25.0,2403144.0,1690964,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,5.0
53.0,Female,19.0,2506231.0,1641362,Single,0.0,Primary,No,0.0,Yes,No,Yes,4.0
40.0,Female,11.0,1133295.0,742347,Married,3.0,Secondary,No,0.0,No,No,No,13.0
18.0,Female,0.0,1907484.0,1389502,Married,1.0,Primary,Yes,124024778.0,No,Yes,Yes,4.0
57.0,Male,32.0,1899752.0,1550661,Married,4.0,Secondary,Yes,31911002.0,Yes,No,No,5.0
32.0,Female,11.0,2394733.0,1635079,Married,2.0,Secondary,Yes,176975961.0,No,Yes,Yes,4.0
38.0,Female,7.0,1489299.0,1155273,Married,0.0,Secondary,No,0.0,Yes,Yes,No,7.0
26.0,Male,0.0,1381567.0,955380,Married,2.0,Primary,No,0.0,Yes,Yes,No,9.0
26.0,Female,4.0,1918299.0,1271206,Married,1.0,Secondary,No,0.0,Yes,Yes,No,7.0
27.0,Male,5.0,2626951.0,1468985,Single,0.0,Secondary,Yes,27744228.0,Yes,No,Yes,3.0
43.0,Female,5.0,960436.0,529630,Married,2.0,Secondary,No,0.0,Yes,No,No,13.0
58.0,Male,20.0,1082635.0,686462,Single,0.0,Secondary,Yes,133551660.0,Yes,No,No,10.0
52.0,Female,31.0,1435646.0,1005483,Married,4.0,Bachelor,Yes,138216787.0,Yes,Yes,Yes,3.0
42.0,Male,2.0,1560196.0,1349517,Married,2.0,Primary,No,0.0,No,Yes,No,9.0
43.0,Male,14.0,600000.0,507263,Married,5.0,Primary,No,0.0,No,Yes,No,12.0
28.0,Male,4.0,2848736.0,1848405,Married,4.0,Primary,No,0.0,Yes,No,Yes,5.0
55.0,Male,5.0,1708785.0,1094442,Married,4.0,Primary,Yes,24890051.0,Yes,Yes,No,9.0
19.0,Male,0.0,1603926.0,1017064,Married,2.0,Diploma,No,0.0,Yes,Yes,No,5.0
24.0,Male,5.0,2935846.0,1983216,Married,1.0,Master,No,0.0,No,No,Yes,2.0
35.0,Female,7.0,2302455.0,1690769,Divorced/Widowed,0.0,Primary,No,0.0,Yes,No,Yes,4.0
44.0,Male,6.0,1425204.0,1015182,Married,2.0,Primary,No,0.0,Yes,No,No,8.0
51.0,Male,12.0,1915225.0,1208049,Married,2.0,Primary,No,0.0,Yes,No,No,10.0
44.0,Female,5.0,1770784.0,1059401,Married,1.0,Secondary,Yes,89603839.0,Yes,Yes,Yes,3.0
34.0,Male,1.0,2813845.0,1560709,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,1.0
60.0,Female,7.0,1682803.0,1021404,Single,0.0,Primary,No,0.0,No,Yes,No,12.0
41.0,Female,10.0,790558.0,641128,Married,3.0,Primary,Yes,116399255.0,Yes,Yes,No,5.0
42.0,Female,0.0,600000.0,384087,Divorced/Widowed,0.0,Primary,No,0.0,Yes,Yes,No,13.0
24.0,Female,5.0,2832612.0,2049062,Married,2.0,Diploma,Yes,168716156.0,Yes,Yes,Yes,4.0
23.0,Female,4.0,1247969.0,959415,Married,3.0,Primary,No,0.0,No,No,No,11.0
41.0,Male,5.0,2269148.0,1992609,Married,1.0,Primary,No,0.0,Yes,Yes,No,10.0
50.0,Male,26.0,1850234.0,1626126,Single,0.0,Primary,Yes,143881061.0,Yes,Yes,Yes,5.0
46.0,Male,19.0,1508341.0,1245771,Married,3.0,Secondary,Yes,11278969.0,Yes,No,No,13.0
60.0,Female,11.0,1618106.0,911006,Married,1.0,Secondary,Yes,13993263.0,No,Yes,No,6.0
39.0,Male,10.0,2908364.0,2218430,Single,0.0,Primary,No,0.0,Yes,No,Yes,3.0
43.0,Female,9.0,786355.0,661352,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
45.0,Female,2.0,1529481.0,850997,Divorced/Widowed,1.0,Secondary,Yes,167511596.0,No,No,Yes,3.0
38.0,Female,12.0,2434596.0,1834183,Married,2.0,Primary,Yes,111689718.0,No,Yes,Yes,5.0
24.0,Male,2.0,901798.0,782194,Married,1.0,Secondary,No,0.0,Yes,No,No,11.0
34.0,Male,2.0,2722097.0,1974657,Single,0.0,Primary,Yes,172866396.0,No,Yes,Yes,1.0
37.0,Female,14.0,2424574.0,1337199,Married,1.0,Primary,No,0.0,Yes,No,Yes,3.0
58.0,Female,15.0,1990256.0,1102750,Married,3.0,Secondary,No,0.0,Yes,Yes,No,13.0
37.0,Male,12.0,1447790.0,1019469,Married,1.0,Secondary,No,0.0,Yes,Yes,No,5.0
39.0,Male,16.0,811903.0,493111,Single,0.0,Secondary,No,0.0,Yes,No,No,9.0
45.0,Female,2.0,2294932.0,1826414,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,1.0
57.0,Female,10.0,3724051.0,3024881,Married,3.0,Primary,No,0.0,Yes,No,Yes,7.0
24.0,Female,2.0,1902124.0,1171357,Married,2.0,Primary,No,0.0,No,Yes,No,11.0
18.0,Female,0.0,600000.0,527254,Single,0.0,Secondary,No,0.0,No,No,No,11.0
49.0,Female,20.0,2120261.0,1512818,Single,0.0,Secondary,Yes,159876665.0,Yes,No,Yes,1.0
30.0,Male,2.0,2402184.0,1448163,Single,0.0,Primary,Yes,154126977.0,Yes,Yes,Yes,4.0
47.0,Male,21.0,1157503.0,963937,Married,2.0,Secondary,Yes,75523070.0,Yes,Yes,No,11.0
40.0,Male,10.0,1348141.0,1135526,Married,2.0,Secondary,No,0.0,Yes,No,No,11.0
36.0,Male,15.0,1276835.0,1004280,Married,2.0,Primary,No,0.0,Yes,No,No,8.0
49.0,Female,20.0,1428045.0,1236376,Married,3.0,Secondary,No,0.0,Yes,Yes,No,6.0
47.0,Female,2.0,1679485.0,1381927,Married,2.0,Primary,No,0.0,Yes,Yes,No,13.0
46.0,Female,21.0,1197369.0,1049393,Married,1.0,Primary,No,0.0,Yes,Yes,No,12.0
46.0,Male,5.0,934913.0,664291,Married,2.0,Bachelor,Yes,87737735.0,No,Yes,No,9.0
47.0,Female,13.0,1922062.0,1588797,Single,0.0,Primary,No,0.0,No,Yes,No,9.0
33.0,Female,7.0,1672136.0,1538211,Married,4.0,Primary,Yes,20114062.0,No,No,No,5.0
57.0,Female,31.0,1494630.0,1222942,Married,3.0,Secondary,Yes,104616976.0,Yes,No,No,13.0
36.0,Female,3.0,1858232.0,1100534,Married,2.0,Bachelor,No,0.0,Yes,Yes,No,12.0
35.0,Male,14.0,735877.0,545857,Married,1.0,Bachelor,No,0.0,Yes,Yes,No,9.0
18.0,Male,0.0,1984242.0,1522545,Single,0.0,Secondary,No,0.0,Yes,No,No,10.0
31.0,Male,10.0,1509018.0,927228,Married,2.0,Primary,No,0.0,Yes,Yes,No,12.0
19.0,Male,1.0,1967642.0,1783214,Divorced/Widowed,3.0,Diploma,No,0.0,Yes,No,No,10.0
45.0,Male,2.0,2079754.0,1278974,Single,0.0,Secondary,No,0.0,Yes,Yes,No,8.0
47.0,Female,2.0,2591805.0,1595765,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,3.0
55.0,Female,15.0,1872068.0,1663541,Single,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
21.0,Female,0.0,2546703.0,1839040,Married,2.0,Primary,No,0.0,Yes,No,Yes,5.0
18.0,Female,0.0,1574660.0,902878,Single,1.0,Primary,No,0.0,No,No,No,6.0
25.0,Male,4.0,1608075.0,1240355,Married,0.0,Secondary,No,0.0,No,Yes,No,11.0
46.0,Female,28.0,1736350.0,1341635,Married,3.0,Secondary,No,0.0,Yes,Yes,No,5.0
56.0,Male,9.0,2341887.0,1343927,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,5.0
20.0,Male,2.0,2241671.0,2039546,Single,0.0,Primary,No,0.0,No,No,Yes,2.0
49.0,Male,24.0,1894550.0,1423358,Married,1.0,Secondary,Yes,139346753.0,Yes,Yes,Yes,5.0
27.0,Male,3.0,940585.0,712139,Married,3.0,Primary,No,0.0,No,No,No,13.0
27.0,Male,2.0,2229141.0,1655009,Married,0.0,Primary,Yes,2733381.0,Yes,No,No,5.0
36.0,Male,10.0,1197016.0,928849,Married,3.0,Secondary,No,0.0,No,No,No,12.0
51.0,Male,1.0,1158871.0,750706,Married,1.0,Diploma,Yes,40680924.0,No,Yes,No,13.0
50.0,Female,9.0,1003060.0,658287,Single,0.0,Secondary,No,0.0,Yes,Yes,No,13.0
40.0,Male,10.0,1741781.0,1287516,Married,3.0,Secondary,No,0.0,Yes,No,No,12.0
45.0,Male,24.0,2648207.0,2246934,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
49.0,Male,19.0,1124247.0,639078,Single,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
24.0,Female,2.0,2975003.0,2300449,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,1.0
46.0,Male,22.0,2436867.0,2067700,Married,2.0,Diploma,Yes,12808218.0,Yes,Yes,Yes,5.0
25.0,Male,7.0,774778.0,471111,Single,0.0,Primary,Yes,60448292.0,Yes,Yes,No,5.0
18.0,Male,0.0,1532057.0,851147,Single,0.0,Primary,No,0.0,Yes,Yes,No,12.0
20.0,Male,2.0,1071824.0,713517,Single,0.0,Primary,No,0.0,No,Yes,No,5.0
41.0,Male,13.0,2265468.0,1739003,Married,2.0,Secondary,Yes,99698096.0,Yes,Yes,Yes,1.0
40.0,Male,1.0,1108285.0,666261,Single,0.0,Primary,Yes,91599039.0,Yes,Yes,No,7.0
25.0,Male,6.0,665216.0,470750,Single,0.0,Primary,Yes,128440737.0,Yes,No,No,12.0
54.0,Male,27.0,1571991.0,1185845,Single,0.0,Secondary,No,0.0,Yes,Yes,No,12.0
20.0,Male,0.0,2618575.0,2020457,Married,2.0,Diploma,Yes,153477265.0,Yes,No,Yes,5.0
50.0,Female,4.0,1665238.0,1084956,Married,0.0,Secondary,Yes,143227071.0,No,No,Yes,2.0
45.0,Female,18.0,2078910.0,1451101,Married,0.0,Primary,No,0.0,Yes,No,No,12.0
25.0,Male,4.0,2106061.0,1764848,Single,0.0,Primary,No,0.0,Yes,No,No,6.0
51.0,Male,11.0,741407.0,665968,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
52.0,Female,3.0,1170438.0,1016988,Married,0.0,Primary,No,0.0,Yes,Yes,No,8.0
49.0,Male,21.0,1804524.0,1369245,Married,0.0,Secondary,No,0.0,No,No,No,5.0
41.0,Male,16.0,1409851.0,989445,Married,0.0,Primary,No,0.0,Yes,Yes,No,9.0
31.0,Female,9.0,2993118.0,2014948,Married,3.0,Diploma,No,0.0,Yes,Yes,Yes,1.0
49.0,Male,19.0,940174.0,560563,Married,2.0,Primary,Yes,72972745.0,Yes,Yes,No,6.0
60.0,Male,37.0,1163517.0,685804,Single,0.0,Primary,No,0.0,No,No,No,13.0
33.0,Male,8.0,2003380.0,1612104,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
21.0,Female,1.0,1360474.0,879034,Married,3.0,Primary,Yes,36438059.0,No,Yes,No,11.0
54.0,Male,10.0,600000.0,386534,Married,4.0,Primary,No,0.0,Yes,No,No,6.0
38.0,Female,10.0,3154276.0,2899827,Divorced/Widowed,3.0,Secondary,Yes,7293499.0,Yes,No,Yes,5.0
31.0,Female,12.0,1047986.0,649261,Married,1.0,Primary,No,0.0,Yes,Yes,No,13.0
48.0,Male,17.0,2192624.0,1326059,Single,0.0,Primary,No,0.0,Yes,No,No,6.0
35.0,Male,17.0,922626.0,541132,Single,0.0,Primary,Yes,57115177.0,Yes,Yes,No,8.0
24.0,Male,6.0,1195875.0,914279,Married,3.0,Primary,No,0.0,Yes,No,No,6.0
27.0,Male,4.0,663946.0,519411,Married,5.0,Primary,No,0.0,Yes,Yes,No,12.0
24.0,Male,3.0,1281164.0,877769,Married,2.0,Secondary,No,0.0,No,Yes,No,5.0
50.0,Female,4.0,1349002.0,1009192,Single,0.0,Secondary,No,0.0,Yes,No,No,13.0
40.0,Female,22.0,1707204.0,1436966,Married,2.0,Primary,Yes,8310362.0,Yes,Yes,No,9.0
38.0,Female,8.0,1539201.0,1312474,Married,1.0,Primary,No,0.0,Yes,Yes,No,7.0
36.0,Male,8.0,790936.0,715344,Divorced/Widowed,0.0,Bachelor,No,0.0,Yes,No,No,8.0
36.0,Female,9.0,1433270.0,1225415,Married,2.0,Bachelor,Yes,132040639.0,Yes,Yes,No,5.0
53.0,Female,21.0,2812907.0,2134972,Married,0.0,Primary,No,0.0,Yes,No,Yes,3.0
46.0,Female,18.0,2729873.0,1682893,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
35.0,Male,0.0,2118980.0,1243655,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,Yes,No,12.0
19.0,Female,1.0,2264169.0,1290959,Married,0.0,Primary,Yes,5775265.0,Yes,No,No,6.0
18.0,Male,0.0,3242575.0,2583082,Married,0.0,Primary,No,0.0,No,Yes,Yes,2.0
22.0,Male,3.0,2199873.0,1867226,Married,1.0,Primary,No,0.0,Yes,Yes,No,13.0
37.0,Male,0.0,2250932.0,1661667,Married,4.0,Secondary,No,0.0,Yes,Yes,No,9.0
28.0,Female,7.0,704791.0,401903,Married,3.0,Secondary,Yes,76778198.0,No,No,No,9.0
59.0,Female,11.0,1021158.0,763952,Single,0.0,Secondary,No,0.0,Yes,Yes,No,5.0
19.0,Male,1.0,1777116.0,1592699,Single,0.0,Primary,No,0.0,Yes,Yes,No,10.0
20.0,Male,1.0,1234790.0,952167,Single,0.0,Secondary,Yes,126864198.0,Yes,Yes,No,12.0
40.0,Male,17.0,1101431.0,935652,Single,0.0,Secondary,No,0.0,No,Yes,No,10.0
29.0,Male,0.0,1182278.0,1000273,Single,0.0,Diploma,No,0.0,No,Yes,No,11.0
37.0,Male,13.0,803500.0,719042,Married,4.0,Primary,Yes,60173600.0,No,No,No,8.0
22.0,Male,1.0,1246030.0,1040415,Married,2.0,Secondary,No,0.0,Yes,No,No,6.0
54.0,Female,19.0,2037604.0,1684383,Married,5.0,Primary,No,0.0,Yes,Yes,No,5.0
55.0,Male,32.0,3057426.0,1946412,Single,1.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
47.0,Male,22.0,2357887.0,1349117,Married,4.0,Secondary,No,0.0,Yes,No,Yes,1.0
26.0,Male,7.0,2245308.0,1664922,Married,2.0,Primary,Yes,2348299.0,No,Yes,Yes,2.0
51.0,Female,19.0,663526.0,395488,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
52.0,Female,29.0,1883507.0,1706480,Married,2.0,Primary,No,0.0,Yes,No,No,6.0
39.0,Female,5.0,1753128.0,1152282,Single,0.0,Secondary,Yes,156845771.0,No,No,Yes,1.0
41.0,Male,2.0,2003518.0,1734223,Single,0.0,Primary,No,0.0,No,Yes,No,7.0
34.0,Female,12.0,1547518.0,1073081,Married,3.0,Secondary,Yes,87753232.0,Yes,Yes,No,8.0
27.0,Male,1.0,2963453.0,1984274,Single,0.0,Diploma,No,0.0,Yes,Yes,Yes,1.0
47.0,Female,4.0,1836942.0,1645915,Married,4.0,Primary,No,0.0,Yes,Yes,No,12.0
40.0,Female,16.0,1905156.0,1303944,Married,0.0,Secondary,No,0.0,Yes,No,No,13.0
49.0,Female,5.0,600000.0,416643,Married,1.0,Primary,Yes,31228937.0,Yes,Yes,No,11.0
34.0,Female,1.0,1725327.0,1016655,Single,0.0,Primary,No,0.0,Yes,No,No,12.0
34.0,Female,3.0,2604481.0,2078545,Married,1.0,Secondary,No,0.0,No,Yes,Yes,1.0
31.0,Male,5.0,2188902.0,1437825,Married,0.0,Secondary,No,0.0,Yes,Yes,No,13.0
26.0,Female,7.0,600000.0,460004,Married,5.0,Diploma,No,0.0,Yes,Yes,No,6.0
57.0,Male,39.0,1485227.0,1141842,Single,0.0,Secondary,Yes,153308299.0,Yes,No,Yes,4.0
19.0,Male,0.0,3012329.0,2458373,Single,0.0,Secondary,No,0.0,Yes,No,Yes,3.0
42.0,Male,21.0,1694551.0,1399257,Single,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
56.0,Male,19.0,2025691.0,1499715,Single,0.0,Secondary,No,0.0,No,Yes,No,9.0
26.0,Male,7.0,2933306.0,1972551,Married,3.0,Secondary,No,0.0,No,No,Yes,4.0
39.0,Male,7.0,1691770.0,1454679,Single,0.0,Primary,No,0.0,Yes,Yes,No,5.0
60.0,Male,25.0,2353720.0,1564400,Married,0.0,Primary,Yes,127474782.0,No,Yes,Yes,1.0
21.0,Female,1.0,2087977.0,1540464,Married,2.0,Secondary,No,0.0,Yes,Yes,No,7.0
43.0,Male,16.0,2237604.0,1562884,Single,0.0,Secondary,No,0.0,Yes,Yes,No,5.0
46.0,Male,19.0,2065450.0,1789462,Married,0.0,Secondary,No,0.0,Yes,No,No,12.0
51.0,Female,15.0,1416659.0,1005558,Divorced/Widowed,3.0,Primary,No,0.0,No,Yes,No,7.0
40.0,Male,13.0,1486541.0,1029959,Married,2.0,Bachelor,No,0.0,Yes,No,No,6.0
54.0,Female,6.0,1201796.0,967727,Married,3.0,Primary,Yes,145398926.0,Yes,No,No,10.0
28.0,Female,10.0,652203.0,504089,Married,3.0,Secondary,No,0.0,No,No,No,8.0
23.0,Female,2.0,2671170.0,1575139,Married,4.0,Primary,No,0.0,Yes,Yes,Yes,5.0
35.0,Female,8.0,1807058.0,1333649,Married,4.0,Primary,No,0.0,Yes,Yes,No,8.0
38.0,Male,2.0,2635912.0,2167054,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
59.0,Female,19.0,2895760.0,2655607,Married,1.0,Bachelor,Yes,141522934.0,No,Yes,Yes,2.0
53.0,Male,16.0,1837392.0,1438281,Married,1.0,Primary,No,0.0,Yes,No,No,10.0
40.0,Male,30.0,880557.0,604950,Divorced/Widowed,1.0,Primary,No,0.0,Yes,No,No,9.0
55.0,Female,7.0,1662668.0,1053592,Married,2.0,Primary,No,0.0,No,No,No,13.0
51.0,Male,14.0,1330199.0,1161193,Married,2.0,Primary,No,0.0,Yes,Yes,No,8.0
34.0,Female,13.0,600000.0,510833,Single,0.0,Primary,No,0.0,Yes,Yes,No,7.0
54.0,Female,19.0,1448789.0,922228,Married,5.0,Secondary,Yes,93682624.0,Yes,Yes,No,5.0
42.0,Female,6.0,1749923.0,1092361,Married,3.0,Diploma,No,0.0,No,No,No,6.0
55.0,Female,11.0,1349672.0,1099443,Married,2.0,Primary,No,0.0,No,Yes,No,7.0
29.0,Male,0.0,1259918.0,839775,Divorced/Widowed,0.0,Secondary,No,0.0,Yes,Yes,No,9.0
40.0,Male,16.0,905724.0,600827,Married,0.0,Primary,No,0.0,Yes,Yes,No,9.0
59.0,Female,29.0,1937145.0,1174582,Married,1.0,Primary,No,0.0,No,No,No,8.0
39.0,Male,18.0,3108488.0,2013277,Single,0.0,Primary,No,0.0,No,No,Yes,2.0
38.0,Female,13.0,2695036.0,1908564,Married,1.0,Secondary,Yes,71162233.0,Yes,No,Yes,3.0
44.0,Female,10.0,2257538.0,1853777,Married,3.0,Primary,No,0.0,Yes,No,No,13.0
48.0,Female,1.0,2272786.0,1532844,Married,2.0,Primary,Yes,12968043.0,Yes,Yes,Yes,1.0
23.0,Male,1.0,1707149.0,1146493,Married,1.0,Primary,No,0.0,Yes,Yes,No,10.0
44.0,Male,6.0,600000.0,393250,Married,1.0,Primary,No,0.0,No,Yes,No,11.0
57.0,Male,33.0,1541397.0,1120541,Married,2.0,Primary,No,0.0,Yes,Yes,No,8.0
51.0,Male,19.0,1121505.0,691784,Married,2.0,Diploma,No,0.0,Yes,No,No,7.0
29.0,Female,1.0,1908287.0,1392445,Married,3.0,Secondary,No,0.0,Yes,Yes,No,12.0
24.0,Male,5.0,2663250.0,2158683,Single,0.0,Diploma,No,0.0,Yes,Yes,Yes,1.0
27.0,Male,7.0,3181386.0,1784829,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,5.0
34.0,Male,9.0,1845234.0,1021555,Married,3.0,Primary,No,0.0,Yes,Yes,No,5.0
43.0,Female,19.0,632990.0,365738,Married,2.0,Primary,No,0.0,Yes,Yes,No,13.0
38.0,Female,14.0,1843873.0,1379575,Single,1.0,Primary,No,0.0,Yes,Yes,No,11.0
45.0,Male,4.0,1862899.0,1613546,Married,1.0,Secondary,No,0.0,Yes,Yes,No,5.0
19.0,Male,1.0,2275190.0,1255466,Married,3.0,Primary,Yes,139124344.0,No,Yes,Yes,5.0
60.0,Male,2.0,1786563.0,1601769,Married,2.0,Primary,Yes,28281057.0,No,Yes,No,11.0
18.0,Male,0.0,1846562.0,1088221,Married,1.0,Secondary,Yes,103350190.0,Yes,Yes,Yes,4.0
53.0,Female,7.0,1357557.0,1169581,Married,1.0,Primary,No,0.0,No,Yes,No,13.0
43.0,Female,7.0,1581668.0,1152492,Married,2.0,Bachelor,Yes,76144080.0,Yes,No,No,12.0
46.0,Male,11.0,2159262.0,1714372,Divorced/Widowed,0.0,Primary,Yes,33631398.0,Yes,Yes,Yes,2.0
38.0,Male,7.0,600000.0,443371,Married,1.0,Secondary,No,0.0,No,Yes,No,12.0
28.0,Female,10.0,1577898.0,1146355,Divorced/Widowed,3.0,Primary,No,0.0,Yes,Yes,No,8.0
57.0,Male,7.0,2281529.0,1959634,Married,3.0,Master,No,0.0,Yes,Yes,Yes,4.0
28.0,Female,7.0,2948510.0,2446313,Single,0.0,Primary,No,0.0,No,Yes,Yes,3.0
53.0,Male,9.0,1521164.0,1108713,Single,0.0,Secondary,No,0.0,No,No,No,6.0
56.0,Male,38.0,2629758.0,1554989,Married,5.0,Primary,No,0.0,Yes,No,Yes,1.0
57.0,Male,27.0,2983016.0,1768030,Married,2.0,Secondary,No,0.0,No,Yes,Yes,2.0
52.0,Male,12.0,1530232.0,1295447,Married,1.0,Primary,No,0.0,Yes,Yes,No,5.0
51.0,Female,31.0,1409254.0,1051126,Married,4.0,Primary,No,0.0,Yes,Yes,No,7.0
41.0,Male,3.0,1672547.0,1217928,Married,3.0,Diploma,No,0.0,Yes,Yes,No,9.0
39.0,Male,4.0,1742633.0,1397260,Married,2.0,Bachelor,Yes,88433829.0,Yes,Yes,No,11.0
22.0,Male,1.0,2563575.0,2224597,Married,2.0,Primary,No,0.0,No,No,Yes,1.0
50.0,Male,21.0,1258392.0,984922,Married,2.0,Secondary,Yes,119744224.0,Yes,Yes,No,13.0
53.0,Male,3.0,2876645.0,2394098,Married,4.0,Primary,No,0.0,Yes,Yes,Yes,5.0
37.0,Male,17.0,1239469.0,1032663,Married,1.0,Secondary,No,0.0,Yes,No,No,7.0
36.0,Female,5.0,914902.0,623795,Married,5.0,Secondary,No,0.0,Yes,No,No,11.0
52.0,Male,23.0,2166644.0,1411375,Married,4.0,Secondary,No,0.0,Yes,No,No,12.0
60.0,Male,22.0,2661392.0,2252683,Single,0.0,Diploma,No,0.0,No,Yes,Yes,2.0
34.0,Female,1.0,1925058.0,1327435,Single,0.0,Secondary,No,0.0,Yes,Yes,No,7.0
60.0,Male,30.0,2104559.0,1860923,Married,2.0,Primary,No,0.0,Yes,No,No,11.0
51.0,Female,10.0,3168008.0,1824093,Married,0.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
26.0,Male,4.0,2671256.0,1526730,Divorced/Widowed,0.0,Primary,No,0.0,No,Yes,Yes,2.0
43.0,Female,5.0,1821647.0,1626715,Married,3.0,Secondary,No,0.0,Yes,No,No,13.0
19.0,Female,1.0,1498197.0,1183468,Married,2.0,Secondary,No,0.0,Yes,No,No,5.0
26.0,Female,7.0,2566541.0,1772072,Divorced/Widowed,0.0,Primary,Yes,60111867.0,Yes,No,Yes,1.0
26.0,Female,7.0,2380498.0,1974319,Married,1.0,Secondary,No,0.0,Yes,No,Yes,5.0
57.0,Male,34.0,2093003.0,1671809,Married,4.0,Secondary,No,0.0,Yes,No,No,7.0
34.0,Female,11.0,1571090.0,1172888,Single,0.0,Secondary,No,0.0,Yes,Yes,No,13.0
18.0,Male,0.0,1746527.0,1024483,Married,4.0,Primary,No,0.0,No,No,No,9.0
42.0,Male,15.0,1696736.0,1443084,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
60.0,Male,22.0,1582741.0,1377663,Married,2.0,Secondary,No,0.0,No,No,No,5.0
57.0,Male,16.0,1379196.0,846415,Married,0.0,Primary,No,0.0,No,Yes,No,6.0
59.0,Male,0.0,1985639.0,1716960,Married,2.0,Primary,No,0.0,No,Yes,No,8.0
42.0,Female,22.0,1347579.0,1178866,Married,2.0,Secondary,Yes,52821401.0,No,No,No,13.0
56.0,Male,30.0,1924165.0,1449451,Married,1.0,Primary,No,0.0,No,Yes,No,9.0
52.0,Female,30.0,600000.0,475671,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
20.0,Female,1.0,1380088.0,954231,Married,2.0,Secondary,Yes,118158189.0,Yes,Yes,No,13.0
54.0,Male,33.0,2568830.0,1680690,Single,0.0,Secondary,Yes,162008355.0,Yes,Yes,Yes,2.0
47.0,Male,8.0,1169699.0,955800,Married,3.0,Primary,No,0.0,No,No,No,11.0
55.0,Male,21.0,2214471.0,1924140,Single,0.0,Primary,No,0.0,Yes,Yes,No,5.0
51.0,Male,12.0,1227901.0,972508,Married,2.0,Primary,No,0.0,Yes,No,No,13.0
29.0,Male,8.0,2343049.0,1732189,Single,1.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
36.0,Male,15.0,1592023.0,969227,Married,4.0,Primary,No,0.0,No,Yes,No,6.0
54.0,Male,17.0,1564347.0,891333,Married,4.0,Bachelor,Yes,159746628.0,No,Yes,Yes,4.0
34.0,Female,8.0,1838046.0,1314030,Married,2.0,Secondary,No,0.0,Yes,No,No,8.0
27.0,Female,7.0,859601.0,488476,Single,0.0,Diploma,No,0.0,Yes,Yes,No,7.0
29.0,Male,0.0,2480463.0,1886773,Married,2.0,Primary,No,0.0,Yes,No,Yes,2.0
33.0,Female,14.0,2712403.0,1875924,Married,0.0,Primary,Yes,52775136.0,Yes,No,Yes,5.0
41.0,Male,9.0,1547977.0,1285068,Married,3.0,Diploma,No,0.0,Yes,No,No,8.0
36.0,Male,14.0,2166942.0,1436877,Single,0.0,Primary,No,0.0,Yes,Yes,No,9.0
